Fiyat,Ürün Adı,Kullanım Amaç,İşletim Sistemi,Ekran Boyutu,Ekran Çözünürlüğü,Ekran Hızı,İşlemci Markası,İşlemci Serisi,RAM,SSD Var mı,SSD Kapasitesi,GPU Modeli,GPU Var mı,USB 3.0 Var mı,USB 3.0 Adet,USB-C Var mı,USB-C Adet,HDMI Var mı,Pil Gücü,Pil Hücre Sayısı
"55.000,00",HP Omen 15-en1010nt (434M2EA) Notebook,Oyun,FreeDOS,15.6 İnç,1920 x 1080 Piksel,144 Hz,AMD,AMD Ryzen 9,16 GB,Var,1 TB,Var,NVIDIA GeForce RTX 3070 85W,Var,3,Var,1,Var,70.9 Wh,6 Hücreli
"32.999,00",HP Victus Gaming 16-r0044nt (7P645EA) Notebook,Oyun,FreeDOS,16.1 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i5,16 GB,Var,512 GB,Var,NVIDIA GeForce RTX 4060,Var,3,Var,1,Var,70.0 Wh,4 Hücreli
"53.485,00",Asus ROG Strix G16 BMG614J-U319420 Notebook,Oyun,Windows 11 Pro,16 İnç,1920 x 1200 Piksel,165 Hz,Intel,Intel Core i7,16 GB,Var,1 TB,Var,NVIDIA GeForce RTX 4050,Var,2,Var,2,Var,90.0 Wh,4 Hücreli
"90.921,16",Lenovo ThinkPad P17 G2 20YU0023TX052 Notebook,İş/Mobil,Windows 11 Pro,17.3 İnç,1920 x 1080 Piksel,,Intel,Intel Core i7,36 GB,Var,1 TB,Var,NVIDIA RTX A2000,Var,2,Var,3,Var,94 Wh,
"51.887,00",Asus ROG Strix G16 BMG614J-U319411 Notebook,Oyun,Windows 11 Home,16 İnç,1920 x 1200 Piksel,165 Hz,Intel,Intel Core i7,16 GB,Var,1 TB,Var,NVIDIA GeForce RTX 4050,Var,2,Var,2,Var,90.0 Wh,4 Hücreli
"43.000,00",Asus TUF Dash F15 FX517ZM-HN118W Notebook,Oyun,Windows 11 Home,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i7,16 GB,Var,512 GB,Var,NVIDIA GeForce RTX 3060 105W,Var,2,Var,2,Var,76.0 Wh,4 Hücreli
"75.135,46",Lenovo ThinkPad T15p G2 21A70007TX027 Notebook,İş/Mobil,Windows 11 Pro,15.6 İnç,1920 x 1080 Piksel,,Intel,Intel Core i7,64 GB,Var,512 GB,Var,NVIDIA GeForce GTX 1650 GDDR6,Var,2,Var,1,Var,68.0 Wh,
"93.120,57",Lenovo ThinkPad P17 G2 20YU0023TX020 Notebook,İş/Mobil,Windows 10 Pro,17.3 İnç,1920 x 1080 Piksel,,Intel,Intel Core i7,36 GB,Var,1 TB,Var,NVIDIA RTX A2000,Var,2,Var,3,Var,94 Wh,
"40.889,00",Acer Nitro 5 AN515-57 Notebook (NH.QFGEY.004),Oyun,FreeDOS,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i7,32 GB,Var,512 GB,Var,NVIDIA GeForce RTX 3070,Var,3,Var,1,Var,,4 Hücreli
"39.099,00",Monster Abra A5 V20.3.7 Notebook,Oyun,Windows 11 Home,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i7,8 GB,Var,500 GB,Var,NVIDIA GeForce RTX 4050 140W,Var,2,Var,1,Var,62.32 Wh,4 Hücreli
"32.499,00",HP Victus Gaming 16-s0024nt (7Z590EA) Notebook,Oyun,FreeDOS,16.1 İnç,1920 x 1080 Piksel,144 Hz,AMD,AMD Ryzen 5,16 GB,Var,512 GB,Var,NVIDIA GeForce RTX 4060,Var,3,Var,1,Var,70.0 Wh,4 Hücreli
"37.662,50",MSI PULSE GL66 12UE-1255XTR Notebook,Oyun,FreeDOS,15.6 İnç,1920 x 1080 Piksel,,Intel,Intel Core i7,16 GB,Var,1 TB,Var,NVIDIA GeForce RTX 3060 105W,Var,2,Var,1,Var,53.5 Wh,3 Hücreli
"77.743,77",Lenovo ThinkPad T15P G2 21A7000FTX034 Notebook,İş/Mobil,Windows 11 Pro,15.6 İnç,1920 x 1080 Piksel,,Intel,Intel Core i7,64 GB,Var,500 GB,Var,NVIDIA GeForce GTX 1650 GDDR6,Var,2,Var,1,Var,68.0 Wh,
"74.747,16",Lenovo ThinkPad T15p G2 21A70007TX06 Notebook,İş/Mobil,Windows 10 Pro,15.6 İnç,1920 x 1080 Piksel,,Intel,Intel Core i7,64 GB,Var,512 GB,Var,NVIDIA GeForce GTX 1650 GDDR6,Var,2,Var,1,Var,68.0 Wh,
"32.999,00",HP Victus Gaming 16-s0020nt (7Z4M9EA) Notebook,Oyun,Windows 11 Home,16.1 İnç,1920 x 1080 Piksel,144 Hz,AMD,AMD Ryzen 5,16 GB,Var,512 GB,Var,NVIDIA GeForce RTX 4050,Var,3,Var,1,Var,70.0 Wh,4 Hücreli
"28.899,00",Casper Excalibur G770.1270-DFJ0X-B Notebook,Oyun,FreeDOS,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i7,32 GB,Var,1 TB,Var,NVIDIA GeForce RTX 3050,Var,2,Var,1,Var,52.0 Wh,3 Hücreli
"80.148,22",Lenovo ThinkPad T15p G2 21A7000FTX007 Notebook,İş/Mobil,Windows 10 Pro,15.6 İnç,1920 x 1080 Piksel,,Intel,Intel Core i7,64 GB,Var,500 GB,Var,NVIDIA GeForce GTX 1650 GDDR6,Var,2,Var,1,Var,68.0 Wh,
"104.098,83",Dell Precision 5570 XCTOP5770EMEA-VP 1A3 Notebook,İş/Mobil,Windows 10 Pro,15.6 İnç,1920 x 1200 Piksel,60 Hz,Intel,Intel Core i7,32 GB,Var,512 GB,Var,NVIDIA RTX A2000,,,Var,3,,86.0 Wh,6 Hücreli
"58.899,98",Asus ROG Strix G16 BMG614JVN315702 Notebook,Oyun,FreeDOS,16 İnç,1920 x 1200 Piksel,165 Hz,Intel,Intel Core i7,16 GB,Var,1 TB,Var,NVIDIA GeForce RTX 4060,Var,2,Var,2,Var,90.0 Wh,4 Hücreli
"129.999,00","Apple MacBook Pro 16.2"" M2 Max (Z17HM2MW5641-TQ6) Notebook",İş/Mobil,macOS Ventura,16.2 İnç,3456 x 2234 Piksel,120 Hz,Apple,Apple M2 Max,64 GB,Var,1 TB,,,,,Var,3,Var,100 Wh,
"101.831,63",Lenovo ThinkPad P15 G2 20YQS0P900 Notebook,İş/Mobil,Windows 11 Home,15.6 İnç,1920 x 1080 Piksel,,Intel,Intel Core i7,32 GB,Var,1 TB,Var,NVIDIA RTX A2000,Var,2,Var,3,Var,94 Wh,
"37.999,00","Lenovo Legion 5 (15.6"") 82JH002JTX Notebook",Oyun,FreeDOS,15.6 İnç,2560 x 1440 Piksel,165 Hz,Intel,Intel Core i7,32 GB,Var,512 GB,Var,NVIDIA GeForce RTX 3060 130W,Var,4,Var,2,Var,60.0 Wh,
"38.649,00",Acer Nitro 5 AN515-58-775T Notebook (NH.QM0EY.002),Oyun,EShell,15.6 İnç,1920 x 1080 Piksel,165 Hz,Intel,Intel Core i7,16 GB,Var,1 TB,Var,NVIDIA GeForce RTX 4060 140W,Var,3,Var,1,Var,57.5 Wh,4 Hücreli
"38.699,00",Monster Tulpar T5 V23.2 Notebook,Oyun,FreeDOS,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i7,16 GB,Var,512 GB,Var,NVIDIA GeForce RTX 4060 100W,Var,1,Var,1,Var,54.0 Wh,4 Hücreli
"59.299,00",Monster Tulpar T6 V1.1.4 Notebook,Oyun,FreeDOS,16 İnç,2560 x 1600 Piksel,165 Hz,Intel,Intel Core i7,16 GB,Var,1 TB,Var,NVIDIA GeForce RTX 4070,Var,2,Var,1,Var,63.0 Wh,4 Hücreli
"38.411,04",HP Victus Gaming 16-s0067nt (8V8A1EA) (64GB/512SSD/W11P) Notebook,Oyun,Windows 11 Pro,16.1 İnç,1920 x 1080 Piksel,144 Hz,AMD,AMD Ryzen 5,64 GB,Var,512 GB,Var,NVIDIA GeForce RTX 3050,Var,3,Var,1,Var,70.0 Wh,4 Hücreli
"30.299,00",HP Victus Gaming 16-s0045nt (88Q26EA) Notebook,Oyun,FreeDOS,16.1 İnç,1920 x 1080 Piksel,144 Hz,AMD,AMD Ryzen 7,16 GB,Var,512 GB,Var,NVIDIA GeForce RTX 3050,Var,3,Var,1,Var,70.0 Wh,4 Hücreli
"32.832,00",Lenovo LOQ 82XV00G6TX Notebook,Oyun,FreeDOS,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i5,16 GB,Var,512 GB,Var,NVIDIA GeForce RTX 4050 95W,Var,3,Var,1,Var,60.0 Wh,
"35.099,00",Monster Abra A5 V20.4.1 Notebook,Oyun,Windows 11 Home,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i5,16 GB,Var,1 TB,Var,NVIDIA GeForce RTX 4050 105W,Var,2,Var,1,Var,62.32 Wh,4 Hücreli
"37.610,78",HP Victus Gaming 16-s0067nt (8V8A1EA) (64GB/512SSD/W11H) Notebook,Oyun,Windows 11 Home,16.1 İnç,1920 x 1080 Piksel,144 Hz,AMD,AMD Ryzen 5,64 GB,Var,512 GB,Var,NVIDIA GeForce RTX 3050,Var,3,Var,1,Var,70.0 Wh,4 Hücreli
"30.999,00",HP Victus Gaming 16-s0031nt (7Z596EA) Notebook,Oyun,FreeDOS,16.1 İnç,1920 x 1080 Piksel,144 Hz,AMD,AMD Ryzen 7,16 GB,Var,512 GB,Var,NVIDIA GeForce RTX 3050,Var,3,Var,1,Var,70.0 Wh,4 Hücreli
"28.999,00",HP Victus Gaming 16-s0030nt (7Z595EA) Notebook,Oyun,FreeDOS,16.1 İnç,1920 x 1080 Piksel,144 Hz,AMD,AMD Ryzen 7,16 GB,Var,512 GB,Var,NVIDIA GeForce RTX 3050,Var,3,Var,1,Var,70.0 Wh,4 Hücreli
"69.385,67",Lenovo ThinkPad T15g 20UR002XTX Notebook,İş/Mobil,Windows 10 Pro,15.6 İnç,1920 x 1080 Piksel,,Intel,Intel Core i7,32 GB,Var,512 GB,Var,NVIDIA GeForce RTX 2070 Super Max-Q,Var,2,Var,3,Var,94 Wh,
"29.408,00",HP Victus Gaming 15-fa1025nt (7N9T3EA) Notebook,Oyun,Windows 11 Home,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i5,16 GB,Var,512 GB,Var,NVIDIA GeForce RTX 4050,Var,2,Var,1,Var,70.0 Wh,4 Hücreli
"49.999,00",Acer Predator Helios 300 PH315-55-76PF Notebook (NH.QGNEY.001),Oyun,Endless OS,15.6 İnç,1920 x 1080 Piksel,165 Hz,Intel,Intel Core i7,16 GB,Var,1 TB,Var,NVIDIA GeForce RTX 3070 150W,Var,3,Var,1,Var,,4 Hücreli
"45.999,00",Acer Nitro 5 AN515-58-79CQ Notebook (NH.QM0EY.00E),Oyun,Windows 11 Home,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i7,16 GB,Var,1 TB,Var,NVIDIA GeForce RTX 4060 140W,Var,3,Var,1,Var,57.0 Wh,4 Hücreli
"90.566,55",Lenovo ThinkPad P17 G2 20YU0023TX051 Notebook,İş/Mobil,Windows 11 Pro,17.3 İnç,1920 x 1080 Piksel,,Intel,Intel Core i7,32 GB,Var,1 TB,Var,NVIDIA RTX A2000,Var,2,Var,3,Var,94 Wh,
"60.299,98",Asus ROG Strix G16 BMG614JVN315719 Notebook,Oyun,Windows 11 Pro,16 İnç,1920 x 1200 Piksel,165 Hz,Intel,Intel Core i7,16 GB,Var,512 GB,Var,NVIDIA GeForce RTX 4060,Var,2,Var,2,Var,90.0 Wh,4 Hücreli
"29.999,00",HP OMEN 16-c0053nt (68P69EA) Notebook,Oyun,Windows 11 Home,16.1 İnç,1920 x 1080 Piksel,144 Hz,AMD,AMD Ryzen 7,16 GB,Var,512 GB,Var,AMD Radeon RX 6600M,Var,3,Var,1,Var,83.0 Wh,6 Hücreli
"58.799,98",Asus ROG Strix G16 BMG614JVN315710 Notebook,Oyun,Windows 11 Home,16 İnç,1920 x 1200 Piksel,165 Hz,Intel,Intel Core i7,16 GB,Var,512 GB,Var,NVIDIA GeForce RTX 4060,Var,2,Var,2,Var,90.0 Wh,4 Hücreli
"45.599,00",Monster Tulpar T5 V23.2.3 Notebook,Oyun,Windows 11 Home,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i7,16 GB,Var,500 GB,Var,NVIDIA GeForce RTX 4060,Var,1,Var,2,Var,54.0 Wh,4 Hücreli
"32.771,66",Monster Tulpar T5 V23.3.4 Notebook,Oyun,FreeDOS,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i5,16 GB,Var,1 TB,Var,NVIDIA GeForce RTX 4060 100W,Var,1,Var,2,Var,54.0 Wh,4 Hücreli
"42.769,00",Acer Nitro 5 AN515-58-79XA Notebook (NH.QM0EY.00102),Oyun,FreeDOS,15.6 İnç,1920 x 1080 Piksel,165 Hz,Intel,Intel Core i7,16 GB,Var,1 TB,Var,NVIDIA GeForce RTX 4060,Var,3,Var,1,Var,,4 Hücreli
"41.499,00",MSI Cyborg 15 A12VE-216XTR Notebook,Oyun,FreeDOS,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i7,16 GB,Var,1 TB,Var,NVIDIA GeForce RTX 4050 45W,Var,2,Var,1,Var,53.5 Wh,3 Hücreli
"28.999,00",Lenovo ThinkBook 16p G3 21EK0028TX Notebook,İş/Mobil,FreeDOS,16 İnç,2560 x 1600 Piksel,60 Hz,AMD,AMD Ryzen 5,16 GB,Var,512 GB,Var,NVIDIA GeForce RTX 3060,Var,2,Var,2,Var,71.0 Wh,
"49.900,00",HP ZBook Power G9 (6B8F5EA) Notebook,İş/Mobil,Windows 11 Pro,15.6 İnç,1920 x 1080 Piksel,,Intel,Intel Core i7,16 GB,Var,512 GB,Var,NVIDIA T600,Var,3,Var,1,Var,83.0 Wh,6 Hücreli
"47.345,00",Asus Vivobook Pro 15 OLED K6502VU-MA064W Notebook,Genel Kullanım,Windows 11 Home,15.6 İnç,2880 x 1620 Piksel,120 Hz,Intel,Intel Core i5,16 GB,Var,512 GB,Var,NVIDIA GeForce RTX 4050,Var,2,Var,2,Var,70.0 Wh,3 Hücreli
"61.599,00",Monster Tulpar T6 V1.1.3 Notebook,Oyun,Windows 11 Home,16 İnç,2560 x 1600 Piksel,165 Hz,Intel,Intel Core i7,16 GB,Var,500 GB,Var,NVIDIA GeForce RTX 4070,Var,2,Var,1,Var,63.0 Wh,4 Hücreli
"36.999,00",Casper Excalibur G870.1245-BFB0P-B Notebook,Oyun,Windows 11 Home,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i5,16 GB,Var,1 TB,Var,NVIDIA GeForce RTX 4060,Var,3,Var,1,Var,61.0 Wh,4 Hücreli
"39.699,00",Dell G15 Gaming 5525 SIF15_RMB_2301_1400_HOM Notebook,Oyun,Windows 11 Home,15.6 İnç,1920 x 1080 Piksel,165 Hz,AMD,AMD Ryzen 7,16 GB,Var,1 TB,Var,NVIDIA GeForce RTX 3060,Var,3,Var,1,Var,86.0 Wh,6 Hücreli
"31.999,00",Acer Nitro 5 AN515-46-R2C7 Notebook (NH.QH1EY.001),Oyun,EShell,15.6 İnç,1920 x 1080 Piksel,144 Hz,AMD,AMD Ryzen 7,16 GB,Var,512 GB,Var,NVIDIA GeForce RTX 3070 Ti 150W,Var,3,Var,1,Var,57.5 Wh,4 Hücreli
"52.499,00",Lenovo Legion 5 Pro 82JD002ATX07 Notebook,Oyun,Windows 10 Pro,16 İnç,2560 x 1600 Piksel,165 Hz,Intel,Intel Core i7,32 GB,Var,512 GB,Var,NVIDIA GeForce RTX 3060 130W,Var,4,Var,2,Var,80 Wh,
"54.999,00",Asus ROG Zephyrus G16 GUW603ZU-NW3019F02 Notebook,Oyun,FreeDOS,16 İnç,1920 x 1200 Piksel,165 Hz,Intel,Intel Core i7,16 GB,Var,1 TB,Var,NVIDIA GeForce RTX 4050 120W,Var,2,Var,2,Var,90 Wh,4 Hücreli
"39.669,00",Asus TUF Gaming A15 (2023) FA507NV-LP019W Notebook,Oyun,Windows 11 Home,15.6 İnç,1920 x 1080 Piksel,144 Hz,AMD,AMD Ryzen 7,8 GB,Var,512 GB,Var,NVIDIA GeForce RTX 4060 140W,Var,2,Var,2,Var,90.0 Wh,4 Hücreli
"69.999,00",MSI Katana GF76 12UD-217XTR Notebook,Oyun,FreeDOS,17.3 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i7,16 GB,Var,1 TB,Var,NVIDIA GeForce RTX 3050 Ti 60W,Var,2,Var,1,Var,53.5 Wh,3 Hücreli
"89.999,00",Dell Precision 5570 XCTOP5570EMEA_VP 1 Notebook,İş/Mobil,Windows 10 Pro,15.6 İnç,1920 x 1200 Piksel,60 Hz,Intel,Intel Core i7,16 GB,Var,512 GB,Var,NVIDIA RTX A1000,,,Var,3,,86.0 Wh,6 Hücreli
"40.799,00",MSI Thin GF63 12VF-405XTR Notebook,Oyun,FreeDOS,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i7,16 GB,Var,512 GB,Var,NVIDIA GeForce RTX 4060,Var,3,Var,1,Var,51.0 Wh,3 Hücreli
"32.999,00",Monster Abra A7 V14.5 Notebook,Oyun,FreeDOS,17.3 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i5,16 GB,Var,512 GB,Var,NVIDIA GeForce RTX 4050 140W,Var,3,Var,1,Var,62.32 Wh,4 Hücreli
"76.381,04",Lenovo ThinkPad T15p G2 21A70007TX033 Notebook,İş/Mobil,Windows 11 Pro,15.6 İnç,1920 x 1080 Piksel,,Intel,Intel Core i7,40 GB,Var,1 TB,Var,NVIDIA GeForce GTX 1650 GDDR6,Var,2,Var,1,Var,68.0 Wh,
"33.083,80",HP Victus Gaming 16-r0053nt (7P648EA) Notebook,Oyun,FreeDOS,16.1 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i5,16 GB,Var,512 GB,Var,NVIDIA GeForce RTX 4050,Var,3,Var,1,Var,70.0 Wh,4 Hücreli
"34.999,00",HP Victus 16-d1015nt (6G0E3EA) Notebook,Oyun,Windows 11 Home,16.1 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i5,16 GB,Var,512 GB,Var,NVIDIA GeForce RTX 3050 Ti,Var,3,Var,1,Var,70.0 Wh,4 Hücreli
"73.193,97",Lenovo ThinkPad T15p G2 21A70007TX012 Notebook,İş/Mobil,Windows 10 Pro,15.6 İnç,1920 x 1080 Piksel,,Intel,Intel Core i7,40 GB,Var,1 TB,Var,NVIDIA GeForce GTX 1650 GDDR6,Var,2,Var,1,Var,68.0 Wh,
"97.253,00",Lenovo ThinkPad P17 G2 20YU0023TX057 Notebook,İş/Mobil,Windows 11 Pro,17.3 İnç,1920 x 1080 Piksel,,Intel,Intel Core i7,20 GB,Var,2 TB,Var,NVIDIA RTX A2000,Var,2,Var,3,Var,94 Wh,
"91.630,37",Lenovo ThinkPad P17 G2 20YU001XTX057 Notebook,İş/Mobil,Windows 11 Home,17.3 İnç,1920 x 1080 Piksel,,Intel,Intel Core i7,20 GB,Var,2 TB,Var,NVIDIA RTX A2000,Var,2,Var,3,Var,94 Wh,
"91.275,77",Lenovo ThinkPad P17 G2 20YU0023TX025 Notebook,İş/Mobil,Windows 10 Pro,17.3 İnç,1920 x 1080 Piksel,,Intel,Intel Core i7,20 GB,Var,2 TB,Var,NVIDIA RTX A2000,Var,2,Var,3,Var,94 Wh,
"42.499,00",MSI Katana GF76 12UC-059XTR Notebook,Oyun,FreeDOS,17.3 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i7,16 GB,Var,1 TB,Var,NVIDIA GeForce RTX 3050 60W,Var,2,Var,1,Var,53.5 Wh,3 Hücreli
"74.999,00",MSI Creator M16 A11UC-666TR Notebook,İş/Mobil,Windows 10 Home,16 İnç,2560 x 1600 Piksel,120 Hz,Intel,Intel Core i7,16 GB,Var,512 GB,Var,NVIDIA GeForce RTX 3050,Var,2,Var,1,Var,53.5 Wh,3 Hücreli
"87.829,63",Lenovo ThinkPad P17 20SN0033TX Notebook,İş/Mobil,Windows 10 Pro,17.3 İnç,1920 x 1080 Piksel,,Intel,Intel Core i7,32 GB,Var,512 GB,Var,NVIDIA Quadro RTX 3000,Var,3,Var,3,Var,94 Wh,
"54.699,00",Asus ROG Zephyrus G16 GUW603ZU-NW3019H01 Notebook,Oyun,Windows 11 Home,16 İnç,1920 x 1200 Piksel,165 Hz,Intel,Intel Core i7,16 GB,Var,512 GB,Var,NVIDIA GeForce RTX 4050 120W,Var,2,Var,2,Var,90 Wh,4 Hücreli
"33.799,00",MSI Cyborg 15 A12VF-077XTR Notebook,Oyun,FreeDOS,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i5,16 GB,Var,1 TB,Var,NVIDIA GeForce RTX 4060 45W,Var,2,Var,1,Var,53.5 Wh,3 Hücreli
"90.389,24",Lenovo ThinkPad P17 G2 20YU0023TX045 Notebook,İş/Mobil,Windows 11 Pro,17.3 İnç,1920 x 1080 Piksel,,Intel,Intel Core i7,40 GB,Var,512 GB,Var,NVIDIA RTX A2000,Var,2,Var,3,Var,94 Wh,
"74.747,16",Lenovo ThinkPad T15p G2 21A70007TX037 Notebook,İş/Mobil,Windows 11 Pro,15.6 İnç,1920 x 1080 Piksel,,Intel,Intel Core i7,24 GB,Var,2 TB,Var,NVIDIA GeForce GTX 1650 GDDR6,Var,2,Var,1,Var,68.0 Wh,
"90.389,24",Lenovo ThinkPad P17 G2 20YU0023TX037 Notebook,İş/Mobil,Windows 11 Pro,17.3 İnç,1920 x 1080 Piksel,,Intel,Intel Core i7,40 GB,Var,500 GB,Var,NVIDIA RTX A2000,Var,2,Var,3,Var,94 Wh,
"90.389,24",Lenovo ThinkPad P17 G2 20YU0023TX014 Notebook,İş/Mobil,Windows 10 Pro,17.3 İnç,1920 x 1080 Piksel,,Intel,Intel Core i7,40 GB,Var,512 GB,Var,NVIDIA RTX A2000,Var,2,Var,3,Var,94 Wh,
"74.358,86",Lenovo ThinkPad T15p G2 21A70007TX016 Notebook,İş/Mobil,Windows 10 Pro,15.6 İnç,1920 x 1080 Piksel,,Intel,Intel Core i7,24 GB,Var,2 TB,Var,NVIDIA GeForce GTX 1650 GDDR6,Var,2,Var,1,Var,68.0 Wh,
"27.999,00",HP Victus Gaming 16-s0063nt (8Q4K3EA) Notebook,Oyun,FreeDOS,16.1 İnç,1920 x 1080 Piksel,144 Hz,AMD,AMD Ryzen 5,16 GB,Var,512 GB,Var,NVIDIA GeForce RTX 4050,Var,3,Var,1,Var,70.0 Wh,4 Hücreli
"90.389,24",Lenovo ThinkPad P17 G2 20YU0023TX006 Notebook,İş/Mobil,Windows 10 Pro,17.3 İnç,1920 x 1080 Piksel,,Intel,Intel Core i7,40 GB,Var,500 GB,Var,NVIDIA RTX A2000,Var,2,Var,3,Var,94 Wh,
"36.283,00",Acer Nitro 5 AN515-58-503P Notebook (NH.QLZEY.00122),Oyun,Windows 11 Pro,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i5,32 GB,Var,512 GB,Var,NVIDIA GeForce RTX 4050,Var,3,Var,1,Var,,4 Hücreli
"43.090,60","Lenovo Legion 5 (15.6"") 82JH002JTX06 Notebook",Oyun,FreeDOS,15.6 İnç,2560 x 1440 Piksel,165 Hz,Intel,Intel Core i7,64 GB,Var,512 GB,Var,NVIDIA GeForce RTX 3060 130W,Var,4,Var,2,Var,60.0 Wh,
"29.499,00",Casper Excalibur G770.1265-DVJ0X-B Notebook,Oyun,FreeDOS,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i7,32 GB,Var,500 GB,Var,NVIDIA GeForce RTX 3050,Var,2,Var,1,Var,52.0 Wh,3 Hücreli
"35.249,00",Acer Nitro 5 AN515-58-503P Notebook (NH.QLZEY.00113),Oyun,Windows 11 Home,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i5,32 GB,Var,512 GB,Var,NVIDIA GeForce RTX 4050,Var,3,Var,1,Var,,4 Hücreli
"50.289,00",Asus ROG Strix G16 BMG614JU319402 Notebook,Oyun,FreeDOS,16 İnç,1920 x 1200 Piksel,165 Hz,Intel,Intel Core i7,16 GB,Var,1 TB,Var,NVIDIA GeForce RTX 4050,Var,2,Var,2,Var,90.0 Wh,4 Hücreli
"36.999,00",Acer Nitro 5 AN515-58-788H Notebook (NH.QFSEY.002),Oyun,Endless OS,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i7,16 GB,Var,512 GB,Var,NVIDIA GeForce RTX 3070 Ti 150W,Var,3,Var,1,Var,,4 Hücreli
"37.905,68",MSI Katana GF76 12UD-218TR Notebook,Oyun,Windows 11 Home,17.3 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i7,16 GB,Var,512 GB,Var,NVIDIA GeForce RTX 3050 Ti 60W,Var,2,Var,1,Var,53.5 Wh,3 Hücreli
"46.074,03",Lenovo Legion 5 Pro 82JD002ATX Notebook,Oyun,Windows 10 Home,16 İnç,2560 x 1600 Piksel,165 Hz,Intel,Intel Core i7,16 GB,Var,512 GB,Var,NVIDIA GeForce RTX 3060 130W,Var,4,Var,2,Var,80 Wh,
"36.499,00",HP Victus 16-E1007NT 68S23EA07 Notebook,Oyun,FreeDOS,16.1 İnç,1920 x 1080 Piksel,144 Hz,AMD,AMD Ryzen 7,32 GB,Var,1 TB,Var,NVIDIA GeForce RTX 3050 Ti,Var,3,Var,1,Var,70.0 Wh,4 Hücreli
"49.913,00",Acer Nitro 5 AN515-58 Notebook (NH.QFSEY.P002),Oyun,Windows 11 Pro,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i7,16 GB,Var,1 TB,Var,NVIDIA GeForce RTX 3070 Ti,Var,3,Var,1,Var,,4 Hücreli
"62.999,00",MSI GP76 LEOPARD 11UG-205XTR Notebook,Oyun,FreeDOS,17.3 İnç,1920 x 1080 Piksel,240 Hz,Intel,Intel Core i7,16 GB,Var,1 TB,Var,NVIDIA GeForce RTX 3070,Var,3,Var,1,Var,65 Wh,
"50.063,00",Acer Nitro 5 AN515-58 Notebook (NH.QGAEY.P002),Oyun,Windows 11 Pro,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i7,16 GB,Var,1 TB,Var,NVIDIA GeForce RTX 3070,Var,3,Var,1,Var,,4 Hücreli
"48.691,00",Acer Nitro 5 AN515-58 Notebook (NH.QFSEY.H002),Oyun,Windows 11 Home,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i7,16 GB,Var,1 TB,Var,NVIDIA GeForce RTX 3070 Ti,Var,3,Var,1,Var,,4 Hücreli
"48.785,00",Acer Nitro 5 AN515-58 Notebook (NH.QGAEY.H002),Oyun,Windows 11 Home,15.6 İnç,1920 x 1080 Piksel,144 Hz,Intel,Intel Core i7,16 GB,Var,1 TB,Var,NVIDIA GeForce RTX 3070,Var,3,Var,1,Var,,4 Hücreli
"72.999,83",Lenovo ThinkPad T15p G2 21A70007TX032 Notebook,İş/Mobil,Windows 11 Pro,15.6 İnç,1920 x 1080 Piksel,,Intel,Intel Core i7,36 GB,Var,1 TB,Var,NVIDIA GeForce GTX 1650 GDDR6,Var,2,Var,1,Var,68.0 Wh,
"53.499,00",Lenovo Legion 5 Pro 82JD00BBTX Notebook,Oyun,Windows 11 Home,16 İnç,2560 x 1600 Piksel,165 Hz,Intel,Intel Core i7,16 GB,Var,512 GB,Var,NVIDIA GeForce RTX 3060 130W,Var,4,Var,2,Var,80 Wh,
